"GEO_ID","NAME","B28001_001E","B28001_001M","B28001_002E","B28001_002M","B28001_003E","B28001_003M","B28001_004E","B28001_004M","B28001_005E","B28001_005M","B28001_006E","B28001_006M","B28001_007E","B28001_007M","B28001_008E","B28001_008M","B28001_009E","B28001_009M"
"0400000US46","South Dakota","334475","2656","276531","3920","259648","4150","64230","2909","208989","4058","15708","1592","17406","1835","601","283","57944","2807"
"0400000US47","Tennessee","2509665","11315","2028461","14105","1806544","15249","356736","7481","1657652","14541","209048","7313","133294","5381","3320","767","481204","9157"
"0400000US48","Texas","9277197","22719","7880620","28102","7011831","29220","1025874","14971","6779368","26758","819652","16753","605351","12061","14922","2031","1396577","20043"
"0400000US49","Utah","918370","4666","847823","5695","799806","5734","110363","4205","732992","5797","46082","4010","39237","3165","1127","573","70547","4184"
"0400000US50","Vermont","257229","3177","222697","3617","210260","3539","57667","2385","161738","3628","11453","1600","15268","1484","481","250","34532","2293"
"0400000US51","Virginia","3083820","12955","2679609","15604","2500229","16997","409719","8741","2246751","14211","167122","7122","197822","7325","5752","1208","404211","9149"
"0400000US53","Washington","2679601","9916","2405319","10552","2276645","12754","397969","9145","1991060","12397","117135","6190","178366","6635","4813","1181","274282","7217"
"0400000US54","West Virginia","735375","6298","562408","7408","510068","7037","136198","3989","419505","7614","48887","3402","37051","2985","1720","479","172967","5494"
"0400000US55","Wisconsin","2307685","7753","1960285","9642","1828721","10154","419694","7106","1526871","10366","123901","5127","82639","3928","4486","824","347400","6130"
"0400000US56","Wyoming","232594","2987","205675","3537","189227","3815","41400","2744","163210","3927","15859","2074","9158","1731","153","154","26919","1995"
"0400000US72","Puerto Rico","1233490","9061","695798","7827","556034","7730","155477","5316","530919","7493","129523","5014","67129","3889","3902","958","537692","7969"
