"GEO_ID","NAME","B28001_001E","B28001_001M","B28001_002E","B28001_002M","B28001_003E","B28001_003M","B28001_004E","B28001_004M","B28001_005E","B28001_005M","B28001_006E","B28001_006M","B28001_007E","B28001_007M","B28001_008E","B28001_008M","B28001_009E","B28001_009M","B28001_010E","B28001_010M","B28001_011E","B28001_011M"
"0400000US30","Montana","416125","4426","365158","4820","325736","5192","53603","2812","282247","5474","20850","1883","220613","4169","6033","1291","8342","1258","33","77","50967","2454"
"0400000US31","Nebraska","747562","4452","662504","5274","582172","5134","71381","3352","552460","5714","43828","2667","435291","5909","8486","1185","15960","1779","141","124","85058","3899"
"0400000US32","Nevada","1055158","6433","959855","7544","826042","9202","81536","3819","838112","8569","81374","4728","606762","9055","7646","1373","39101","3628","248","204","95303","4387"
"0400000US33","New Hampshire","520643","5191","480581","5303","439122","5428","60989","3376","383989","6379","21407","2419","322397","6648","6911","980","14772","1875","56","91","40062","2836"
"0400000US34","New Jersey","3194519","10274","2897084","12963","2603516","13199","252852","7399","2514871","13377","166650","6592","1962976","15459","30858","2519","96411","5366","590","307","297435","8279"
"0400000US35","New Mexico","758364","6296","642966","7103","535950","7480","67444","3501","539650","7720","67602","4624","395945","7619","7044","1418","25350","2742","270","213","115398","4941"
"0400000US36","New York","7209054","17665","6397985","22004","5637350","21573","617208","12082","5423059","23267","415143","10630","4184623","26300","88601","4057","266280","9711","2498","776","811069","13585"
"0400000US37","North Carolina","3882423","16063","3418769","16978","2925999","17235","320056","8210","2921397","18172","302187","10045","2184769","20472","42528","3035","112739","5280","924","396","463654","8886"
"0400000US38","North Dakota","315134","3356","281090","4141","247690","4439","30009","2085","234720","4370","18290","2275","181885","5748","4344","1173","7251","1452","19","30","34044","2138"
"0400000US39","Ohio","4624669","14929","4062959","17354","3465215","16348","427463","8257","3379945","17358","343772","8577","2614395","18114","60474","3340","103793","5051","1611","467","561710","10057"
"0400000US40","Oklahoma","1469342","7193","1282684","8658","1032161","9146","108564","3276","1121603","8639","160123","5003","768647","9522","16229","1777","38989","2395","526","281","186658","5410"
"0400000US41","Oregon","1571678","6691","1441470","8184","1288600","9716","153435","5948","1210104","9223","81082","4491","944184","10114","15812","1607","41200","3431","638","331","130208","5652"
"0400000US42","Pennsylvania","4937771","13721","4290752","15905","3750502","17587","512513","7587","3493538","16803","299575","8924","2737697","19053","66179","3198","133081","4835","916","351","647019","9638"
"0400000US44","Rhode Island","408239","4139","359106","4871","314115","5490","35942","2761","299101","5053","24912","3253","241066","5215","5504","881","10703","1546","120","137","49133","3286"
"0400000US45","South Carolina","1877887","10574","1634787","11342","1357542","12764","141069","5068","1400178","11187","172170","6664","1020901","11579","23105","2000","75141","4006","588","305","243100","7263"
"0400000US46","South Dakota","334003","3659","292734","4273","257562","5069","33187","1865","238273","4614","18110","1724","187695","4224","3797","865","8177","1079","146","154","41269","2561"
"0400000US47","Tennessee","2556332","11690","2185600","12385","1823458","14577","208796","6000","1861387","13337","228901","8154","1375918","14493","28861","2371","81805","4685","819","359","370732","8792"
"0400000US48","Texas","9535612","20125","8579892","29070","7121066","28615","567978","12484","7717881","28667","969920","19002","5423782","27505","76284","4605","343938","11038","2080","681","955720","16961"
"0400000US49","Utah","943147","4975","890886","5738","811691","6293","64772","3088","787690","6773","46595","3585","635850","7761","6062","1313","27775","2365","222","205","52261","2779"
"0400000US50","Vermont","254851","2815","227457","3003","207352","3461","38570","2347","168231","3496","9417","1536","139827","3810","4112","761","5931","896","0","151","27394","1899"
"0400000US51","Virginia","3120692","13161","2824934","15771","2507010","19524","253507","6579","2434642","14137","193905","8376","1900213","16252","26868","2394","101408","5010","681","359","295758","8232"
"0400000US53","Washington","2768076","8506","2574874","11128","2333072","13869","243745","6880","2202914","12029","130040","6067","1743306","15290","23999","2503","86782","4306","921","433","193202","5980"
"0400000US54","West Virginia","722125","5656","596325","7115","499485","7250","79008","3827","464871","6570","46725","3330","373211","6602","15131","1940","11859","1526","202","173","125800","5470"
"0400000US55","Wisconsin","2326998","7745","2056586","10527","1804508","12314","241808","6158","1671058","11021","143773","6675","1316298","12727","28568","2040","57215","2863","1005","313","270412","6416"
"0400000US56","Wyoming","223619","4088","203007","4217","177962","4285","22243","2141","168571","4352","12874","1662","130316","3798","2159","613","5273","1050","0","197","20612","2144"
"0400000US72","Puerto Rico","1208438","9900","814861","10938","544804","9761","65100","3852","704559","11441","193096","6854","371500","7399","19938","2354","18955","2165","81","96","393577","7237"
